d1,d2,d3,L,a,b
0.036682439481,0.993622135422,0.0451184887544,16.6363970264,10.4818673204,-21.8799880898
0.0405627096038,0.208709909898,0.03625335135,3.00462129292,19.8378250322,-27.6675662397
0.0126056539928,0.275373053834,0.01649902882,69.618060305,-52.913832032,-5.21662117254
0.00578207802476,0.151986103874,0.0128497367242,75.3197971256,10.4891101475,-2.3977361725
0.0344197141333,0.725686642502,0.0140043908163,36.8133261848,15.0249011177,-22.9617317319
0.041534629042,0.22075838393,0.0145234545232,14.3565826668,36.5818152579,-48.2348592364
0.0342793347395,0.449918416853,0.042545609595,15.572578477,-43.8810423082,-9.50727321444
0.00764052590702,0.867055603023,0.00151871856216,88.8638092948,-2.37136626013,-6.21483554059
0.0422955042353,0.0526048646253,0.0153771217512,12.4473796032,13.5676864036,-29.2744154732
0.000564226189178,0.989924920249,0.021124719017,66.5501064118,-6.04509220191,-16.1872803541
0.0158206661957,0.85954531968,0.0247557641738,51.1243252027,-16.5391406996,-22.7761275069
0.0149889210822,0.268311176128,0.0477951192555,22.5397000242,-19.8802012355,-25.8132773828
0.031528773393,0.192095136007,0.047116795055,3.49283706085,9.74392211368,-12.6095452933
0.0314046763843,0.295801257421,0.0432500948396,27.5942543481,-74.0132680821,15.5272578523
0.000911290298698,0.137657372738,0.0428183866673,29.484885666,4.75261316323,-13.8798062772
0.0127750874732,0.338756765973,0.00284957632224,78.3994008314,8.5757616736,-8.86715823953
0.0268912283409,0.148534343513,0.04583952457,33.044801515,16.7380973886,33.2821984915
0.0202065770498,0.119615907984,0.0326743695786,57.7617343713,-63.4624763097,15.6524598091
0.028542146179,0.929708520408,0.0410030041959,23.6255077767,6.70174597836,-13.5407402878
0.00451197767205,0.585549246388,0.0415266527327,30.8850189286,-1.881711603,-18.5273476158
0.0172290920502,0.443093624945,0.033422242903,33.4578619554,-43.8833517933,-16.754753249
0.0250542534803,0.939565076042,0.00391784103556,52.8887241267,5.82387155906,-18.9609519939
0.00193838859556,0.0173868615954,0.0414750355389,29.2014737502,4.33263781839,-22.8614634963
0.021526391292,0.145048190294,0.0375904067995,46.582492045,13.8589127837,36.7006876277
0.018796390612,0.256168458687,0.00290458456742,65.1490537796,-8.79745817112,-22.02724538
0.00949846565679,0.582139859557,0.0228524219318,51.9893113794,16.7721719496,-26.4203987799
0.0130033105429,0.793051533459,0.0207582921777,55.1686716845,2.83251814512,-17.9469619524
